ID,Yoruba,English
ID_egQVDQAK,"Àpéjọ Àgbáyé “Ìfẹ́ Kì Í Yẹ̀ Láé”! Tá A Ṣe ní 2019​—Houston, Orílẹ̀-èdè Amẹ́ríkà (Gẹ̀ẹ́sì)","Houston, United States (English)—2019 “Love Never Fails”! International Convention"
ID_egRnPKhO,--- Ẹ se àtúnṣe si gbogbo àwọn ilé-ìwòsàn alábọ́dé lórílẹ̀ èdè yìí: Buhari.,--- Repair the Universal Healthcare system in the country: Buhari
ID_egTSoTRq,"Bí ọdún se n súnmọ́ ni àwọn olùgbé ìpínlẹ̀ Eko ti fajúro bí ojà se gbé owó lérí tó sì gaju agbára wọn lọ, tí kòsì mú ayé dẹrùn fún mùtúmùwà","As the Eid-El-Kabir draws near, Lagosians have expressed their displeasure over the increase in prices of goods in the market which has made life unbearable for them."
ID_egrtfWSl,"Bó tiẹ̀ jẹ́ pé wọn ò rán Vahid lọ sẹ́wọ̀n, wọ́n fi àwọn òfin máṣu-mátọ̀ kan dè é fún ọdún kan gbáko, tó túmọ̀ sí pé oríṣiríṣi nǹkan ni ò ní lè ṣe.","Although Vahid is not imprisoned, his one-year conditional sentence places several restrictions on him."
ID_ehFHuvqR,"Ibi Tá A Ti Ṣe É: Pápá ìṣeré Sport Lisboa e Benfica Stadium ní ìlú Lisbon, Pọ́túgà","Location: Sport Lisboa e Benfica Stadium in Lisbon, Portugal"
ID_ehjLTvKe,"Wọ́n ń jí àwọn ènìyàn gbé, níbi tí epo ti ń wá, epo tó ṣe wí pé nígbà mìíràn mo rò wí pé ó ti sínwa níwín.","People getting kidnapped, where the oil comes from, the oil that sometimes I think has driven us all crazy in Nigeria."
ID_ehpchHyt,Ẹnì kọ̀ọ̀kan ló ní ẹ̀tọ́ sí òmìnira láti pé jọ pọ̀ àti láti dara pọ̀ mọ́ àwọn mìíràn ní àlàáfíà.,Everyone has the right to freedom of peaceful assembly and association.
ID_ehrNODYO,"Àpapọ̀ iye àwọn ará tó wá sípàdé náà jẹ́ ẹgbẹ̀rún mẹ́rìndínlógójì ó lé ọgọ́rùn-ún mẹ́fà àti mọ́kànléláàádọ́rùn-ún (36,691), lára wọn wá láti àwọn ibi tí ìjì líle àti ìmìtìtì ilẹ̀ ti ṣọṣẹ́ nígbà kan náà lẹ́nu àìpẹ́ yìí ní Japan, wọ́n gbọ́ bí Arákùnrin Jackson ṣe ṣàlàyé bí Jèhófà ṣe máa ń bójú tó àwọn èèyàn Rẹ̀, tó sì máa ń tù wọ́n nínú lásìkò wàhálà.","The combined total of 36,691 brothers and sisters, which included some who were affected by typhoons and earthquakes that occurred during the same period in Japan, listened as Brother Jackson explained how Jehovah always cares for and comforts His people in all their trials."
ID_ehvjvglr,Olùpìlẹ̀ṣẹ̀: DTKindler Photo,Author: DTKindler Photo
ID_ehxKlITW,"Wọ́n ti tú àwọn arákùnrin mẹ́fà tó kù sílẹ̀, àmọ́ Arákùnrin Loginov ṣì wà látìmọ́lé látìgbà tí wọ́n ti mú un, bẹ́ẹ̀, wọn ò tíì gbọ́ ẹjọ́ rẹ̀, wọn ò sì jẹ́ kó lọ tọ́jú àwọn ọgbẹ́ tó wà lára rẹ̀.","The other six brothers who were tortured have been released, but Brother Loginov has been in pretrial detention since his arrest and does not have access to adequate medical care for his injuries."
ID_eiPQuyJS,Oǹpè ní ń fa ọlá; òjípè kì í fa ọlá.,It is the person who does the summoning that assumes airs; the person subject to summons does not assume airs.
ID_eiTkTmUH,"Adarí ilé-isẹ́ ológun fún ètò ààbò lórílẹ̀ èdè Nàíjíríà, ọ̀gágun Gabriel Olanisakin, ni ó ka ẹ̀kọ́ kíkà àkọ́kọ́ láti Genesis 3-1-19, nígbà tí igbákejì abẹnugan ilé ìgbìmọ̀ asòfin àgbà fún ọmọ ẹgbẹ́ tó kéré jùlọ, Peter Okpatasai, ka ẹ̀kọ́ kejì láti inú, John 1:1-19.","The 1st Reading of the service was taken from the book of Genesis 3-1-19 and read by the Chief of Defence Staff, General Gabriel Olanisakin. While the 2nd reading was taken from the book of John 1:1-19 by the Senate Deputy Majority Leader, Honourable Peter Okpatasai."
ID_eitbzZXz,A fẹ́ lọ ṣe iṣẹ́ abẹ ọkàn.,We're going to do some open-heart surgery.
ID_ejdZHVwm,"""Ọ̀jọ̀gbọ̀n Òsínbàjò tún ní ìjọba ààrẹ Muhammadu Buhari kò káàrẹ́ẹ̀ láti máa mójútó ètò ààbò lórílẹ̀ èdè yìí.",Government Priority He stated that the Buhari administration considered tackling insecurity a very serious task.
ID_ejeorNOH,"ìdíje ọ̀hún yóò wáyé nílùú mẹ́rin lórílẹ̀-èdè France: Vannes, Concarneau, Dinan-Lehon àti Saint-Malo, bẹ̀ẹ̀rẹ̀ láti ọjọ́ karùn-ún oṣù kẹjọ di ọjọ́ kẹrìnlélógún ọdún tí a wà yìí.","The tournament, which will be hosted in four cities namely Vannes, Concarneau, Dinan-Lehon and Saint-Malo, takes place from August 5 to 24."
ID_ejqvHVwR,Àwòṣe ìdẹ́rùbani ní í ṣe pẹ̀lú ìwòye bí ìpalára ṣe lè rí bí ọ̀tá bá yege níbi ìkọlù ohun-ìníì rẹ.,Threat modeling involves understanding how bad the consequences could be if an adversary successfully attacks one of your assets.
ID_ejwCKPce,Èdè: Gẹ̀ẹ́sì àti Chinese Mandarin,"Program Languages: English, Chinese Mandarin"
ID_ejxuWwya,"Wọ́n fẹ́ ṣe àwọn ọdún ìbílẹ̀ kan ní ìlú náà, èyí sì mú kí àwọn tó ń wá sí ìlú náà ń pọ̀ sí i, torí náà a ṣètò láti wàásù láwọn ibi térò pọ̀ sí.",The initiative was in response to the increased number of tourists who came to attend various cultural events in the city.
ID_ejzfNUIz,Zenit àti Roberto Mancini fẹnu kò láti fòpin sí ìbáṣepọ̀ wọn.,"Zenit and Roberto Mancini agree to an early end to the manager’s contract,."
ID_ekFrBXEr,Àwọn ajàfẹ́tọ̀ọ́-ọmọnìyàn tí ó ń béèrè fún àtúnpadàṣe àṣẹ-ẹ̀dà?,Activists seeking copyright reform?
ID_ekpADdzH,Ikọ̀ agbábọ́ọ̀lù orí tábílì Nàìjííríà ti bẹ̀ẹ̀rẹ̀ ìfigagbága wọn nínú ìdíje Commonwealth Games tó ń lọ lọ́wọ́ lórílẹ̀-èdè Australia.,"The Nigerian table tennis team began their campaign in Group 4 of the men’s team event at the 2018 Commonwealth Games in Gold Coast, Australia on a bright note on Thursday."
ID_ekrlOxfm,Ọbẹ̀ kì í gbé inú àgbà mì.,A stew does not slush around once inside an elder.
ID_elHXswdg,"Kí ètò náà ba kálékáko, Àjọ tí-ó-ń-ṣàkóso Ètò Ìdánimọ̀ ní orílẹ̀-èdèe Nàìjíríà (NIMC) ti gbìmọ̀-pọ̀ pẹ̀lú Ilé-ìfowópamọ́sí Àgbáyé láti ṣètò ohun tí ó máa bá àwùjọ mu, kí ìdánimọ̀ ọ̀kan ṣoṣo yìí lè kárí dáadáa nípasẹ̀ẹ lílo àwọn ẹ̀ka ìjọba àti aládàáni gẹ́gẹ́ bíi alábàáṣiṣẹ́pọ̀ ìforúkọsílé pẹ̀lú NNIM.","To reach more people, the National ID Management Commission (NIMC) of Nigeria has collaborated with the World Bank to develop an ecosystem model designed to increase coverage of this single national ID by leveraging the public and private sectors to become enrollment partners with NIMC."
ID_elKtCGNE,Àgbàká lẹsẹ̀ ńgba ọ̀na.,It is completely that the feet take over a path.
ID_emDNUkHy,"Gẹ́gẹ́ bí Antonio Conte ṣe sọ,""A kópa ribiribi lónìí, bẹ́ẹ̀ sì ni, a ní ẹ̀tó sí àmì mẹ́tẹ̀ẹ̀ta ọ̀hún, ní pàápàá jùlọ, Moses ṣe gudugudu méje ọ̀hún yààyà mẹ́fa, léyìn tí ó gbá àmì-ayò kan wọlé tó sì tún ṣe ìrànwọ́ àmì-ayò kan.","Accoding to Antonio Conte, ‘we played very well today and we deserve the three goals, most especially Moses tried so much after he had scored a goal and helped for another  goal."
ID_emSkVveN,Ọmọdé ò mọ ibi tí à ń pọn òun rè.,A child does not know where the person who carries it on her back is headed with it.
ID_emcwpAem,Òwò àdà kì í pa àdá; òwò ọkọ́ kì í yọ ọkọ́ lẹ́nu.,A machete's trade does not kill the machet; a hoe's trade does not cause problems for the hoe.
ID_emdIudgp,"""Àwọn ọ̀jọ̀gbọ́n lórí ọ̀rọ̀ òfin ti àjọ Ìṣọ̀kan Àgbáyé ti sọ pé bí ìjọba Rọ́ṣíà ṣe fàṣẹ ọba mú Arákùnrin Dmitriy Mikhaylov tí wọ́n sì fi í sẹ́wọ̀n “nítorí ohun tó gbà gbọ́ fi hàn pé wọ́n hùwà àìtọ́ sí i,” wọ́n sì ti tẹ òfin àpapọ̀ àwọn ìjọba lójú.","""A United Nations (UN) panel of international legal experts has concluded that Russia’s arrest and detention of Brother Dmitriy Mikhaylov was “discriminatory on the basis of religion” and thus violated international law."
ID_emiEbPmB,"Bí a bá fi ọwọ́ ọ̀tún na ọmọ, à fi ọwọ́ òsì fà á mọ́ra.","If one whips a child with the right hand, one embraces it with the left."
ID_emmbcRkz,A kì í gbọ́ “gbì” ìràwé.,One does not hear the thud of a falling leaf.
ID_emtmITVi,Àríkẹ́ Ògúnbọ̀wálé ran ikọ̀ agbábọ́ọ̀lù àfọ́wọ́gbá rẹ̀ Notre Dame láti gba ife-ẹ̀yẹ ìdíje National Collegiate Athletic Association (NCAA) tọdún 2018 pẹ̀lú àmì-ayò ọ̀kànlélọ́gọ́ta sí mẹ́jìdínlọ́gọ́ta (61-58) láti fàgbà han Mississippi State.,Arike Ogunbowale was on Sunday night the star as she propelled Notre Dame to deliver the 2018 National Collegiate Athletic Association (NCAA) basketball title with a 61-58 victory over Mississippi State.
ID_emwcGkIZ,"L'ọ́dún 2009, olóṣèlú Green Party, Malte Spitz pe Deutsche Telekom lẹ́jọ́ pẹ̀lú ipá kí wọ́n pèsè dátà ìtàkùrọ̀sọ òun lórí ẹ̀rọ-ìbánisọ̀rọ̀ọ fún oṣù mẹ́fà, ó sì gbé e fún ìwé ìròyìn German.","In 2009, Green Party politician Malte Spitz sued Deutsche Telekom to force them to hand over six months of Spitz’s phone data, which he made available to a German newspaper."
ID_enXBGCfd,"Fún oṣù mẹ́fà àkọ́kọ́, wọ́n á máa ṣọ́ ọ bóyá ó ń tẹ̀ lé ìtọ́ni ilé-ẹjọ́, á sì máa fara han àwọn aláṣẹ agbègbè náà lóṣooṣù.","For the first six months of his term, he is on probation and must register with the local authorities monthly."
ID_eoErNPPA,Bí a bá wí a dàbí òwe; bí a ò bá wí a dàbí ìjà.,If one speaks it sounds as though one was speaking in proverbs; if one does not speak it seems as though one was picking a fight.
ID_eoFKEZyb,Ìyọrísí Ẹ̀kọ́,Learning Outcomes
ID_eoGlzbVv,Mo mọ̀ wí pé mi ò ṣetán láti sọ fún olùgbanisíṣẹ́ mi pé torí owó ni mo ṣe wá síbẹ̀.,I know I wasn't about to tell my recruiters that I was there for the money.
ID_eodyQgol,"Láàárín oṣù mẹ́fà, bẹ̀rẹ̀ láti March 2018, Ilé Ẹjọ́ Gíga Jù Lọ ní Uzbekistan àti Ilé Ẹjọ́ Ìjọba Karakalpakstan, agbègbè kan tó ní ìjọba tiẹ̀ lọ́tọ̀ ní Uzbekistan, sọ nínú àwọn ẹjọ́ kan tí wọ́n dá pé àwa Ẹlẹ́rìí Jèhófà lómìnira lábẹ́ òfin láti jọ́sìn.","In a six-month period beginning in March 2018, the Supreme Court of Uzbekistan and the Administrative Court of Karakalpakstan, an autonomous republic in Uzbekistan, decided in favor of Jehovah’s Witnesses in cases related to our freedom of worship."
ID_eofzbnmp,Ọkọ́ ọlọ́kọ́ la fi ń gbọ́n èkìtì.,It is other people's hoe that one uses to clear a mound of rubbish.
ID_eonJXmMU,"Ẹgbẹẹgbẹ̀rún àwọn tí ogun lé wá sí Kóńgò, tó fi mọ́ àwọn akéde igba ó dín mẹ́jọ (192) tó ń gbé ní ibùdó méjì nítòsí ààlà Kóńgò, ti sá lọ sí Ùgáńdà láti forí ara wọn pa mọ́.","Thousands of Congolese refugees have fled to Uganda to escape the turmoil, including 192 publishers who are living in two refugee camps near the Congo border."
ID_eoovFtjl,Nítoríi ká lè ríbi gbé e la ṣe ń ṣe ọyàn sódó.,It is so that one would have a means of lifting it that one carves breasts [handles] on the mortar.
ID_eouApYQE,"Àwọn Ẹlẹ́rìí Jèhófà tó wà lágbègbè náà ti ń ran àwọn ará bíi tiwọn lọ́wọ́, ìyẹn àwọn tómi gbalé wọn.",Local Witnesses have been caring for their fellow believers who were displaced.
ID_eovxBPDO,"Láàárín ọ́dún iṣẹ́ ìsìn 1996, ìdá ọgọ́ta nínú ọgọ́rùn-ún ni àwọn Ẹlẹ́rìí Jèhófà tó wà ní Rùwáńdà fi pọ̀ sí i, ìdí ni pé ìwàásù táwọn èèyàn gbọ́ ń tù wọ́n nínú, wọ́n sì nífẹ̀ẹ́ sí i.","During the 1996 service year, the number of Witnesses in Rwanda increased more than 60 percent, as people yearned for the healing balm of the Kingdom message."
ID_epBTiyfn,"Kíyèsíi: Torí wí pé o parí Ìwé-ẹ̀rí CC kò fún ọ gẹ́gẹ́ bí akẹ́kọ̀ọ́ láṣẹ láti pe ara rẹ̀ ní amòfin tí ó ń fún àwọn ènìyàn ní àmòràn ajẹmófin lórí àṣẹ-ẹ̀dà iṣẹ́-àtinúdá, ìfòtítọ́ lò / fifi òdodo lo iṣẹ́ tàbí àṣẹ ìṣísílẹ̀-gbangba-wálíà fun àtúnlò.","Note: Completing the CC Certificate does not entitle learners to provide legal advice on copyright, fair use / fair dealing or open licensing."
ID_epMJPVlX,Wọ́n rawọ́ ẹ̀bẹ̀ sí ìjoba Àpapọ̀ láti wa ǹkan se síi,They appealed to the government to put in place measure to address the situation.
ID_ephPyMMN,"Ìyáwọ́, ìyásẹ̀ lajá fi ń pa ehoro; wàrà-wàrà lẹkùn ń gùn.",Nimble hands and nimble feet make it possible for a dog to kill a rabbit; the leopard attacks its prey with lightning speed.
ID_epmGiIgT,A kọ́kọ́ fi garawa gbọ́n àwọn omi tó dá rogún sínú àwọn kòtò gìrìwò náà.,We first had to use buckets to get rid of the water that had filled the bomb craters.
ID_epzLIKYY,Mo rí bí o ṣe ń ṣiṣẹ́,I saw the way you were busy
ID_eqhxpXAb,"Àpéjọ Àgbáyé “Ìfẹ́ Kì Í Yẹ̀ Láé”! Tá A Ṣe ní 2019—Copenhagen, Denmark","Copenhagen, Denmark—2019 “Love Never Fails”! International Convention"
ID_eqikNrxq,Kòkòrò tó jẹ̀fọ́ jàre ẹ̀fọ́; ìwọ̀n lewéko ń dára mọ.,The insect that eats the vegetable wins the case against the vegetable; leaves should observe moderation in their attractiveness.
ID_eqisylPZ,Ojúkò Àgọ́ Ìṣẹ́niníṣẹ̀ẹ́ Kan Ṣàfihàn Bí Wọ́n Ṣe Pọ́n Àwọn Ẹlẹ́rìí Jèhófà Lójú ní Jámánì,Memorial Site in Germany Organizes Traveling Exhibition Recognizing Persecution of Jehovah’s Witnesses
ID_erTpSsFw,"Orílẹ̀-èdè Amẹ́ríkà la ti kọ́kọ́ ṣe Ilé Ẹ̀kọ́ Àwọn Aṣáájú-Ọ̀nà ní December 1977, kẹ̀rẹ̀kẹ̀rẹ̀ ó di ohun tá à ń ṣe nígun mẹ́rẹ̀ẹ̀rin ayé.",The Pioneer Service School began in the United States in December 1977 and since then has gradually extended worldwide.
ID_ergOzWXW,Ó máa ń sọ pé kò yẹ kí ìṣòro tá à ń kojú máa dẹ́rù bà wá.,He used to say that we should not be afraid of the challenges we face. I remember asking him: ‘Why should I not be afraid?
ID_erneJdnX,Kọ ète àti àwọn ohun tí ọ̀táà rẹ lè fẹ́ fi dátà ìkọ̀kọ̀ rẹ ṣe sílẹ̀.,Write down what your adversary might want to do with your private data.
ID_esGJMEfQ,--- Ìfẹsẹ̀wọnsẹ̀ ìdíje NPFL (Nigeria Professional Football League).,--- Nigeria Professional Football League.
ID_esMAuvOz,"Ààrẹ orílẹ̀ èdè tuntun níbẹ̀ sọ pé gbogbo àwọn ọmọ ìbílẹ̀ orílẹ̀ èdè Eritrea tí wọ́n jẹ́ Ẹlẹ́rìí Jèhófà, ní wọn kìí ṣe ọmọ ìbílẹ̀ orílẹ̀ èdè náà mọ́, kìkì ní torí pé, wọ́n dúró láìyẹsẹ̀ lórí ìpinnu wọn gẹ́gẹ́ bí Kristẹni láti má ṣe dá sí tọ̀tún tòsì.",The new president declared that Eritrean-born Jehovah’s Witnesses were no longer considered citizens primarily because they stood firm to their Christian neutrality.
ID_etBjPAQa,CC BY 2.0 Unported,CC BY 2.0 Unported
ID_etPJFDpD,Ta ní jẹ́ jẹ ọṣẹ kó fògìrì fọṣọ?,Who would eat soap and wash clothes with fermented beans?
ID_etQhWuPs,Wà á lérò wípé oúnjẹ náà ti bàjẹ́,You will probably think that the food is spoiled
ID_etUueImt,"“Báyìí là ń ṣe” níbìkan, èèwọ̀ ibòmínìn.",“This is what we do” in one place is taboo in another.
ID_etYLFiOO,"Ti pé a fẹ́ kọ́ ẹ̀ka ọ́fíìsì tuntun fi hàn pé ìlọsíwájú ń bá ọ̀rọ̀ ìjọsìn Ọlọ́run lórílẹ̀-èdè Kamẹrúùnù. Lọ́dún 2017, ó lé ní ẹgbẹ̀rún lọ́nà ọgọ́rùn-ún (100,000) èèyàn tó wá síbi Ìrántí Ikú Kristi, iye yẹn sì ju ìlọ́po méjì àwọn akéde lọ.","The construction of a new branch office is indicative of the expanding theocratic activity in Cameroon, a country in which the Memorial of Christ’s death was attended by over 100,000 people in 2017, over twice the number of publishers."
ID_etZZvaIU,Ẹ̀ka ọ́fíìsì wa ní Kenya ròyìn pé kò sí ìkankan nínú àwọn akéde tó kú tàbí tó fara pa nígbà ìṣẹ̀lẹ̀ yìí. Ibi tí ìṣẹ̀lẹ̀ yìí ti wáyé tó ìrìn kìlómítà méje (máìlì mẹ́rin) sí ẹ̀ka ọ́fíìsì wa.,"The Kenya branch reports that no publishers were killed or injured in the attack, which took place some seven kilometers (four mi) from the branch office."
ID_etbLrURY,"Aláàjàá gbé e sókè, o ní, “Kó ṣẹ!”; o mọ̀ bí ibi ló wí tàbí ire?","The wielder of the incantation rattle lifts it, and you respond, “May it be so!”; do you know if he has invoked good or evil?"
ID_etcPvskd,"Tí ẹ ò bà tíì ṣe ìfikọ́ra ìrònú jinlẹ̀ rí, nǹkan tí wọ́n bá ní kí ẹ rí lẹ máa rìí.","If you have never practiced critical thinking, then you simply see what you're told to see."
ID_etzWSTTE,"""Látìgbà tí Ilé Ẹjọ́ Gíga Jù Lọ ní Rọ́ṣíà ti fòfin de àwa Ẹlẹ́rìí Jèhófà ní April 20, 2017, ni wọ́n ti ń ṣenúnibíni sáwọn arákùnrin àtàwọn arábìnrin wa, tí wọ́n sì ń fi wọ́n sẹ́wọ̀n.","""Since April 20, 2017, when the Russian Supreme Court effectively banned the worship of Jehovah’s Witnesses in the country, our brothers and sisters have faced relentless persecution and imprisonment."
ID_euAiMHia,Ọjọ́ eré là ń jiyàn ohun.,It is on a playful occasion that one argues about matters.
ID_euCraoEw,"Lójú wọn àti bí ìwádìí nípa ẹ̀sìn ṣe fi hàn, iṣẹ́ wọn ò ta ko ìpinnu Ilé Ẹjọ́ Gíga Jù Lọ.”","From their perspective and from the standpoint of religious studies, their activity does not violate the Supreme Court decision.”"
ID_euVlMZvL,"Nígbẹ́yìn, mo mọ̀ wí pé ebi ò pa á.","Finally, I realized he wasn't starving."
ID_eugDAIHb,"Ohun tí mo rò ni pé: ‘Tó bá jẹ́ pé àdánwò ló délẹ̀ yìí, Jèhófà ń rí gbogbo ẹ̀, ó mọ bó ṣe máa pẹ́ tó àtìgbà tó máa dópin.’","My attitude was: ‘If this is a test, then Jehovah is in control of the timetable and he knows when it will end.’"
ID_eurQxiui,Àmì ọfà ọ̀tún,Right arrow
ID_evbVtPGl,Ẹsẹ̀ kì í wúwo kí ẹlésẹ̀ má lè gbé e.,The feet are never so heavy that the owner cannot lift them.
ID_evhpXNDh,Kò sí olùkọ́ kankan,No coaches exist
ID_evhwggvg,"Ajímòbi sọ̀rọ̀ yìí láti ẹnu agbẹnusọ rẹ̀, Bolaji Tunji, ó tún lo àsìkò náà lati rọ gbogbo ọmọ ẹgbẹ All Progressives Congress, APC, to wa ni ìpínlẹ̀ Ọ̀yọ́ láti gba àtúnse tí wọn fẹ́ se nínú ẹgbẹ́ náà láàyè fún ànfààní ẹgbẹ́ àti àwọn ọmọ ìpínlẹ̀ Ọ̀yọ́.","The former governor gave this charge in a new year message issued by his Spokesman, Mr Bolaji Tunji, where he also charged members of the Oyo State chapter of the All Progressives Congress, APC, to embrace true reconciliation in the interest of the Party and the people of the State."
ID_evkylgFa,"Ní July 3, 2018, bí ìdílé Stupnikov ṣe fẹ́ wọkọ̀ òfúrufú láàárọ̀ kùtù ní Pápákọ̀ Òfúrufú Krasnoyarsk, ní Yemelyanovo, lórílẹ̀-èdè Rọ́ṣíà.","On July 3, 2018, the Stupnikovs were checking in for an early morning flight at the Krasnoyarsk International Airport."
ID_ewUHQnWI,"Fún àpẹẹrẹ kan bí Tor àti HTTPS ṣe ń ṣiṣẹ́ pọ̀ láti dáàbò bo ohuninúu ìtàkùrọ̀sọọ̀ rẹ àti mẹ́tádatà rẹ lójúran àwọn adojúkọni, o lè fẹ́ yẹ àlàyé yìí wò.","For an example of how Tor and HTTPS work together to protect the contents of your communications and your metadata from a variety of potential attackers, you may wish to take a look at this explanation."
ID_exXPKJug,"Ìbéèrè yìí ní àṣìṣe, jọ̀wọ́ tẹ̀síwájú sí ìbéèrè tí ó kàn","This question has an error, please move on to the next question"
ID_exXyqbSb,"Boca de Rua (Ẹnu Asùnta, tí a tún mọ̀ sí ìwé ìròyìn Boca) jẹ́ ọgbọ́n orí ọ̀wọ́ àwọn akọ̀ròyìn kan láti pèsè ọ̀nà tí àwọn asùnta àdúgbò yìí fi lè máa fi sọ̀rọ̀ fún ara wọn.","Boca de Rua (Mouth of the Street, also known as Boca) newspaper was ideated by a group of journalists who wanted to provide this community with the tools to speak for themselves."
ID_exfrYBpX,"“Ó kún mi lójú,” ẹ̀kọ Arogun; ọ̀kan ṣoṣo ni mo rà, igba ènì ló fi sí i.","“Its impression on me is tremendous,” such is Arogun's corn meal; I bought only one, but she gave me two hundred as makeweight (or extra measure)."
ID_exfsmHXC,Kì í tètè yé oníbúrẹ́dì; ó dìgbà tó bá di mẹ́ta kọ́bọ̀.,"The bread seller never learns in time, not until his ware has become three a penny."
ID_expRhbdz,"Ní May 15, 2019, Ilé Ẹjọ́ Gíga jù Lọ ní Ítálì fọwọ́ sí i pé àwọn ará wa lẹ́tọ̀ọ́ láti pinnu irú ìtọ́jú ìṣègùn tó wù wọ́n.","On May 15, 2019, Italy’s Supreme Court of Cassation, the highest court in the land, strengthened our brothers’ right to make decisions regarding their own medical care."
ID_eyGDlhCQ,"Ẹni ọdún mọ́kàndínlógójì (39) ni Arábìnrin Brown, aṣáájú-ọ̀nà sì ni nínú Ìjọ Seaview tí wọ́n ti ń sọ èdè Faransé nílùú Norfolk, ìpínlẹ̀ Virginia.","Sister Brown was 39 years old and a regular pioneer in the Seaview French Congregation in Norfolk, Virginia."
ID_eyWxalld,"Lóṣù August 2018, iṣẹ́ ìkọ́lẹ́ bẹ̀rẹ̀ lórí ẹ̀ka ọ́fíìsì wa tuntun tó wà ní ìlú Buenos Aires, lórílẹ̀-èdè Ajẹntínà.","In August 2018, construction of a new branch office began in Buenos Aires, Argentina."
ID_eyoUiGAg,Ibi tí gbogbo àwọn adájọ́ Ilé Ẹjọ́ Gíga Jù Lọ bá fẹnu kò sí máa pinnu ohun tí ilé ẹjọ́ máa ṣe lórí ọ̀kọ̀ọ̀kan àwọn tọ́rọ̀ kàn.,A full bench ruling of the Supreme Court will influence how these individual criminal cases should be handled.
ID_ezHPytKM,Àbàtá pani; àbàtá pani; ká ṣá sọ pé odòó gbéni lọ.,He died in the mire; he died in the mire; let us simply say that the person drowned.
ID_ezNcCCoa,Ọjọ́ ti pẹ́ táwọn oníṣọ́ọ̀ṣì ti ń kópa nínú ìjà kẹ́lẹ́yàmẹ̀yà.,The role of Rwanda’s churches in the ethnic slaughter has deep historical roots.
ID_ezVBwvHc,À ń rántí gbogbo àwọn ará tí àjálù yìí ṣẹlẹ̀ sí nínú àdúrà wa.,Our prayers are with all the brothers who have been affected by this disaster.
ID_ezVvobuf,"Ẹ̀ẹ̀méje ọ̀tọ̀ọ̀tọ̀ ni wọ́n sún ẹjọ́ rẹ̀ síwájú, tó túmọ̀ sí pé kó tó bẹ̀rẹ̀ ẹ̀wọ̀n ọdún mẹ́fà tí wọ́n dá fún un, ó ti lo ọdún kan àti oṣù márùn-ún ní àtìmọ́lé láìfojú kan ìyàwó àti ìdílé rẹ̀.","His term was extended seven times, meaning that even before beginning his six-year prison sentence, he has been incarcerated—separated from his wife and family—for a year and five months."
ID_fAJtGnUW,Àwọn òṣìṣẹ́ ti bẹ̀rẹ̀ sí í ṣètò ìpìlẹ̀ ilé náà.,The work has begun in earnest with the excavation of the foundations.
ID_fAMvDCZh,"Ó fikún un pé, agbábọ́ọ̀lù ọ̀dọ́ tí ó pọ̀ nínú ikọ̀ náà yóò ran ikọ̀ náà lọ́wọ́ lọ́pọ̀lọpọ̀ nínú ìdíje náà.",He noted that with the team having a rich blend of youth and experience
ID_fATIacHh,"Dalung sọ pé, Ṣíṣe ayẹyẹ ọdún eré-ìdárayá ní ìpínlẹ̀ ṣe pàtàkì láti mú ìgbèrú bá ṣíṣe déédé nínú ọ̀kan-ò-jọ̀kan ètò ìdárayá.","Dalung said, “A state sports festival is a grassroots sport development programme which is critical to attaining high performance and success in sports.”"
ID_fAxvixjz,Akínrógun ìlú Èpé Ọ̀túnba Dẹngẹ Anífowóṣe ti késí gbogbo ọmọ orílẹ̀-èdè yìí ĺáti sowópọ pẹ̀lú Ààrẹ Buhari fún ìyípadà rere fún ilẹ̀ wa.,"Akinrogun of Epe Land, Otunba Denge Anifowose has urged Nigerians to support President Muhammadu Buhari in his quest to transform the country."
ID_fBBKKcmb,Ìbéèrè kan náà ni wọ́n ti ń bi mí láti ìgbà náà,And they kept asking me the same question all over again
ID_fBhdtMIP,"Nígbà tí Elédùà rán Ọ̀rúnmìlà wá sáyé, ó da ọgbọ́n sílé ayé, àwọn kan rí ọgbọ́n tí Olódùmarè fún Ọ̀rúnmìlà láti dà sílẹ̀ láyé, wọ́n sì ṣà á.","When the Owner-of-the-universe sent Ọ̀rúnmìlà to earth, he scattered wisdom on earth, some people saw the wisdom that the Owner-of-the-universe scattered all over the earth, they picked it."
ID_fBxaDSMc,Ìdánwò kúkurú tí kò ṣiṣẹ́,Inactive quizzes
ID_fCiTJwYx,Ẹ̀rí sì fi hàn bẹ́ẹ̀ nínú ìwé táwọn aláṣẹ agbègbè kọ.,This evidence is in the reports from the rural administration and from the district inspector.
ID_fCioFeHL,"Arábìnrin Achejuh Abuh tó jẹ́ ògbóǹtarìgì adarí àwọ́n obìnrin fún ẹgbẹ́ oselu People’s Democratic Party (PDP) ní ìjọba ìbílẹ̀ Wada/ Aro, tí àwọ́n oníjàm̀bá àti ọ̀daràn kan dáná sun nínú ilé rẹ̀ lásìkò ètò ìdìbò gómìnà tó wáyé ní ìpínlẹ̀ Kogi.","Madam Achejuh Abuh, Woman Leader of the People’s Democratic Party (PDP) in Wada/Aro campaign council has been murdered in the just concluded gubernatorial election in Kogi State."
ID_fCriBCod,A dá Creative Commons láti jẹ̀gbádùn àǹfààní ẹ̀rọ-ayélujára ní ìrọwọ́ìrọsẹ̀.,Creative Commons was founded to help us realize the full potential of the internet.
